LinINum,LinNom,LinFOpe,LinFecOpeIni,LinFecOpeFin,LinBarA,LinBarB,LinBarSis,LinFPrtFlu,LinFPrtHis,LinNIntHis,LinFPrtInd,LinFCC,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFPri,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinFPer,LinNTra,LinDisEne,LinFPeaCal,LinPeaSis,LinPeaTip,LinFTipDef,LinFInv,LinFecInv,LinVI,LinCOMA,LinVidUti,LinEmp,LinAux
302651,Santa Elvira 066->Santa Elvira 015 I,T,*,*,Santa Elvira 066,Santa Elvira 015,*,T,T,101,T,F,25,25,F,F,T,25,25,66,1.17275136,25.38096,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302652,Santa Elvira 066->Santa Elvira 015 II,T,*,*,Santa Elvira 066,Santa Elvira 015,*,T,T,101,T,F,25,25,F,F,T,25,25,66,1.378851725,29.7079,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302653,Cocharcas 066->Cocharcas 015 I,T,*,*,Cocharcas 066,Cocharcas 015,*,T,T,101,T,F,4.2,4.2,F,F,T,4.2,4.2,66,8.833,121.6477338,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302654,Quirihue 023->Quirihue 13.2,T,*,*,Quirihue 023,Quirihue 13.2,*,T,T,101,T,F,5,5,F,F,T,5,5,23,0.58503168,11.85662449,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,023/13.2
302655,Tap San Carlos 066->Tap San Carlos 13.2 I,T,*,*,Tap San Carlos 066,Tap San Carlos 13.2,*,T,T,101,T,F,18.7,18.7,F,F,T,18.7,18.7,66,7.81037289,36.6597,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302656,Parral 066->Parral 13.8 I,T,*,*,Parral 066,Parral 13.8,*,T,T,101,T,F,30,30,F,F,T,30,30,66,0.912703,22.48748561,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.8
302657,Cauquenes 066->Cauquenes 13.2,F,*,MesDic-2020,Cauquenes 066,Cauquenes 13.2,*,T,T,101,T,F,10.35,10.35,F,F,T,10.35,10.35,66,4.04866,33.93774493,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302658,Cauquenes 066->Cauquenes 13.2 II,T,*,*,Cauquenes 066,Cauquenes 13.2,*,T,T,101,T,F,12,12,F,F,T,12,12,66,7.7048928,32.67,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302659,Cauquenes 13.2->Cauquenes 023,T,*,*,Cauquenes 13.2,Cauquenes 023,*,T,T,101,T,F,4,4,F,F,T,4,4,23,0.88872,11.85662449,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,023/13.2
302660,La Vega 066->La Vega 023,T,*,*,La Vega 066,La Vega 023,*,T,T,101,T,F,10,10,F,F,T,10,10,66,3.26942,48.89581698,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/023
302661,Yerbas Buenas 154->Yerbas Buenas 13.2,T,*,*,Yerbas Buenas 154,Yerbas Buenas 13.2,BarB,T,T,101,T,F,25,25,F,F,T,25,25,154,4.085081,116.3738826,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,154/13.2
302662,Chacahuin 066->Chacahuin 13.2 I,T,*,*,Chacahuin 066,Chacahuin 13.2,*,T,T,101,T,F,13.3,13.3,F,F,T,13.3,13.3,66,2.71383156,55.16736999,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302663,Chacahuin 066->Chacahuin 13.2 II,T,*,*,Chacahuin 066,Chacahuin 13.2,*,T,T,101,T,F,30,30,F,F,T,30,30,66,2.71383156,55.16736999,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302664,Colbun 13.8->Colbun 220 I,T,*,*,Colbun 13.8 I,Colbun 220,BarA,T,T,101,T,F,10,10,F,F,T,10,10,220,25.5068,382.844,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,220/13.8
302665,San Javier 066->San Javier 023,T,*,MesDic-2020,San Javier 066,San Javier 023,*,T,T,101,T,F,5,5,F,F,T,5,5,66,3.519648,110.4120757,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/023
302666,La Palma 066->La Palma 13.2 II,T,*,*,La Palma 066,La Palma 13.2,*,T,T,101,T,F,10,10,F,F,T,10,10,66,3.169670625,68.96980356,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302667,La Palma 066->La Palma 13.2,T,*,MesJun-2021,La Palma 066,La Palma 13.2,*,T,T,101,T,F,6.25,6.25,F,F,T,6.25,6.25,66,5.40126576,60.65687366,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302669,Talca 1 066->Talca 015 I,T,*,*,Talca 1 066,Talca 1 015,*,T,T,101,T,F,30,30,F,F,T,30,30,66,1.014921111,25.75300884,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302670,Talca 2 066->Talca 015 II,T,*,*,Talca 2 066,Talca 2 015,*,T,T,101,T,F,30,30,F,F,T,30,30,66,1.195614444,23.44353178,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302671,Piduco 066->Piduco 015 I,T,*,*,Piduco 066,Piduco 015,*,T,T,101,T,F,30,30,F,F,T,30,30,66,1.014921111,25.75300884,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302672,San Miguel 066->San Miguel 015 I,T,*,*,San Miguel 066,San Miguel 015,*,T,T,101,T,F,16.6,16.6,F,F,T,16.6,16.6,66,2.3613876,33.50164105,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302673,Maule 066->Maule 015,T,*,*,Maule 066,Maule 015,*,T,T,101,T,F,1,1,F,F,T,1,1,66,24.773,225.048,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302674,San Clemente Transnet 066->San Clemente Transnet 13.2,T,*,MesMar-2023,San Clemente Transnet 066,San Clemente Transnet 13.2,*,T,T,101,T,F,10,10,F,F,T,10,10,66,2.728625625,49.0925783,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.8
302675,Panguilemo 066->Panguilemo 015,T,*,*,Panguilemo 066,Panguilemo 015,*,T,T,101,T,F,9,9,F,F,T,9,9,66,3.610501714,48.15420719,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302676,Hualañe 066->Hualañe 13.2,T,*,*,Hualañe 066,Hualañe 13.2,*,T,T,101,T,F,5,5,F,F,T,5,5,66,7.8761925,190.8223375,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302677,Licanten 066->Licanten 023,T,*,*,Licanten 066,Licanten 023,*,T,T,101,T,F,10,10,F,F,T,10,10,66,2.34815625,41.31532508,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/023
302678,Licanten 023->Licanten 13.2,T,*,*,Licanten 023,Licanten 13.2,*,T,T,101,T,F,5,5,F,F,T,5,5,23,0.58503168,8.019488922,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,023/13.2
302679,Itahue 066->Itahue 13.2 I,T,*,*,Itahue 066,Itahue 13.2,BarB,T,T,101,T,F,6.25,6.25,F,F,T,6.25,6.25,66,7.4231685,76.08654739,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302680,Teno 066->Teno 015,T,*,*,Teno 066,Teno 015,*,T,T,101,T,F,10,10,F,F,T,10,10,66,2.728625625,49.0925783,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302681,Rauquén 066->Rauquén 13.2,T,*,*,Rauquén 066,Rauquén 13.2,*,T,T,101,T,F,25,25,F,F,T,25,25,66,4.576908,29.9112,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302682,Malloa 066->Malloa 015 I,T,*,*,Malloa 066,Malloa 015,*,T,T,101,T,F,5.2,5.2,F,F,T,5.2,5.2,66,5.900497778,66.72521812,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302683,Bosquemar 110->Bosquemar 012 I,T,*,*,Bosquemar 110,Bosquemar 012,*,T,T,101,T,F,30,30,F,F,T,30,30,110,6.7712,70.53333333,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302684,Cocharcas 066->Cocharcas 015 II,T,*,*,Cocharcas 066,Cocharcas 015,*,T,T,101,T,F,5,5,F,F,T,5,5,66,7.474896,102.1840964,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302685,Pirque 110->Pirque 13.2 II,T,*,*,Pirque 110,Pirque 13.2,*,T,T,101,T,F,5.25,5.25,F,F,T,5.25,5.25,110,19.133125,238.2078381,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/13.2
302686,Carampangue 066 1->Carampangue 13.2,T,MesEne-2014,*,Carampangue 066 1,Carampangue 13.2,*,T,T,101,T,F,5.2,5.2,F,F,T,5.2,5.2,66,0.917531576,20.56567161,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.8
302687,El Melon 044->El Melon 012 II,T,*,*,El Melon 044,El Melon 012,*,T,T,101,T,F,8,8,F,F,T,8,8,44,2.23592512,12.94600644,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,044/012
302688,Balandras 066->Balandras 12.5 I,F,*,MesEne-2024,Balandras 066,Balandras 12.5,*,T,T,101,T,F,11.2,11.2,F,F,T,11.2,11.2,66,3.168425993,29.1852,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/12.5
302689,Cholguan STS 13.8->Cholguan STS 023 III,T,*,*,Cholguan STS 13.8,Cholguan STS 023,*,T,T,101,T,F,6,6,F,F,T,6,6,23,0.24980438,2.45599359,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,023/13.8
302690,Apoquindo 110->Apoquindo 012 III,T,*,*,Apoquindo 110,Apoquindo 012,*,T,T,101,T,F,22.4,22.4,F,F,T,22.4,22.4,110,0.802101486,90.5648029,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302691,Chacabuco 110->Chacabuco 023 I,T,*,*,Chacabuco 110,Chacabuco 023,*,T,T,101,T,F,37.5,37.5,F,F,T,37.5,37.5,110,1.556521736,62.15578947,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
302692,Chacabuco 110->Chacabuco 023 IV,T,*,*,Chacabuco 110,Chacabuco 023,*,T,T,101,T,F,25,25,F,F,T,25,25,110,3.263216403,94.4768,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
302693,Curacavi 044->Curacavi 012 I,T,*,*,Curacavi 044,Curacavi 012,*,T,T,101,T,F,4,4,F,F,T,4,4,44,3.388,27.85904,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,044/012
302694,La Pintana 110->La Pintana 012 I,T,*,*,La Pintana 110,La Pintana 012,*,T,T,101,T,F,20,20,F,F,T,20,20,110,2.507936949,77.13631119,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302695,Macul 110->Macul 012,T,*,MesDic-2020,Macul 110,Macul 012,*,T,T,101,T,F,20,20,F,F,T,20,20,110,5.487967947,88.7345053,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302696,Pajaritos 110->Pajaritos 012 I,T,*,*,Pajaritos 110,Pajaritos 012,*,T,T,101,T,F,22.4,22.4,F,F,T,22.4,22.4,110,5.175684734,89.71647838,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302697,Recoleta 110->Recoleta 012 I,T,*,*,Recoleta 110,Recoleta 012,*,T,T,101,T,F,22.4,22.4,F,F,T,22.4,22.4,110,4.735852033,90.64911625,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302698,San Cristobal 110->San Cristobal 012 II,T,*,*,San Cristobal 110,San Cristobal 012,BarB,T,T,101,T,F,40,40,F,F,T,40,40,110,2.972566707,53.59322707,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302699,Chicureo 220->Chicureo 023,T,MesMar-2015,*,Chicureo 220,Chicureo 023,*,T,T,101,T,F,25,25,F,F,T,25,25,220,13.848,327.004,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,220/023
302700,Lampa 220->Lampa 023 I,T,MesMay-2015,*,Lampa 220,Lampa 023,*,T,T,101,T,F,67,67,F,F,T,67,67,220,3.18,133.721,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,220/023
302701,Bicentenario 110->Bicentenario 012 II,T,MesJul-2015,*,Bicentenario 110,Bicentenario 012,*,T,T,101,T,F,25,25,F,F,T,25,25,110,2.944,58.887,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302702,Andes 110->Andes 012 III,T,MesOct-2015,*,Andes 110,Andes 012,*,T,T,101,T,F,22.4,22.4,F,F,T,22.4,22.4,110,5.93,105.853,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302703,Padre Hurtado 110->Padre Hurtado 023,T,MesMay-2019,*,Padre Hurtado 110,Padre Hurtado 023,*,T,T,101,T,F,30,30,F,F,T,30,30,110,0.0336,0.1003,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
302704,Los Tambores 066->Los Tambores 023 I,T,MesOct-2014,*,Los Tambores 066,Los Tambores 023,BarB,T,T,101,T,F,16,16,F,F,T,16,16,66,1.516,22.018,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/023
302705,Alto bonito 110->Alto bonito 023 I,T,MesNov-2014,*,Alto bonito 110,Alto bonito 023,*,T,T,101,T,F,30,30,T,F,T,30,30,110,1.02,19.495,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/066
302706,Pichil 066->Pichil 023,T,MesOct-2015,*,Pichil 066,Pichil 023,*,T,T,101,T,F,16,16,F,F,T,16,16,66,1.029,22.301,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/023
302707,Dalcahue 110->Dalcahue 023,T,MesDic-2015,*,Dalcahue 110,Dalcahue 023,*,T,T,101,T,F,16,16,F,F,T,16,16,110,3.071,73.416,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
302708,Gorbea 066->Gorbea 13.2,T,MesDic-2015,MesFeb-2029,Gorbea 066,Gorbea 13.2,BarB,T,T,101,T,F,6.25,6.25,F,F,T,6.25,6.25,66,9.09315,30.95540426,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302709,Nahuelbuta 066->Nahuelbuta 13.2,T,MesEne-2016,*,Nahuelbuta 066,Nahuelbuta 13.2,*,T,T,101,T,F,16,16,F,F,T,16,16,66,1.720790156,34.47838504,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302710,Mayaca 110->Mayaca 012,T,MesNov-2019,*,Mayaca 110,Mayaca 012,BarB,T,T,101,T,F,30,30,F,F,T,30,30,110,4.606289662,46.06289662,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302711,Pillanlelbun I 066->Pillanlelbun 023,T,*,*,Pillanlelbun I 066,Pillanlelbun 023,*,T,T,101,T,F,5,5,F,F,T,5,5,66,3.519648,58.08963003,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/023
302712,Peñablanca 110->Peñablanca 13.2,T,MesDic-2016,*,Peñablanca 110,Peñablanca 13.2,BarB,T,T,101,T,F,30,30,F,F,T,30,30,110,4.606289662,46.06289662,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302713,Reñaca 110->Reñaca 012 III,T,MesFeb-2017,*,Reñaca 110,Reñaca 012,*,T,T,101,T,F,30,30,F,F,T,30,30,110,7.658454678,71.70888889,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302714,San Antonio 110->San Antonio 023 I,T,MesDic-2018,*,San Antonio 110,San Antonio 023,BarB,T,T,101,T,F,50,50,F,F,T,50,50,110,0.112037933,26.88890233,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
302715,Cocharcas 066->Cocharcas 13.8 II,T,MesNov-2016,*,Cocharcas 066,Cocharcas 13.8,*,T,T,101,T,F,12,12,F,F,T,12,12,66,2.250198696,29.09808,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.8
302716,Los Tilos 066->Los Tilos 13.8,T,MesMay-2020,*,Los Tilos 066,Los Tilos 13.8,BarA,T,T,101,T,F,12,12,F,F,T,12,12,66,6.69,33.977,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.8
302717,Alonso de Cordova 110->Alonso de Cordova 012 V,T,*,*,Alonso de Cordova 110,Alonso de Cordova 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302718,Bicentenario 110->Bicentenario 012 III,T,MesNov-2022,*,Bicentenario 110,Bicentenario 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302719,Brasil 110->Brasil 012 IV,T,MesMay-2024,*,Brasil 110,Brasil 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302720,Chicureo 220->Chicureo 023 II,T,MesJun-2023,*,Chicureo 220,Chicureo 023,*,T,T,101,T,F,25,25,F,F,T,25,25,220,13.05286565,261.4426625,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,220/023
302721,Club Hipico 110->Club Hipico 012 VI,T,MesMar-2019,*,Club Hipico 110,Club Hipico 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302722,La Cisterna 110->La Cisterna 012 V,T,MesMar-2019,*,La Cisterna 110,La Cisterna 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302723,Panamericana 110->Panamericana 012 IV,T,MesAgo-2021,*,Panamericana 110,Panamericana 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302724,Quilicura 110->Quilicura 012 IV,T,MesAgo-2022,*,Quilicura 110,Quilicura 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302725,San Joaquin 110->San Joaquin 012 V,T,MesAgo-2023,*,San Joaquin 110,San Joaquin 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302726,San Jose 110->San Jose 012 V,T,MesJul-2020,*,San Jose 110,San Jose 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302727,San Pablo 110->San Pablo 023 III,T,MesFeb-2019,*,San Pablo 110,San Pablo 023,*,T,T,101,T,F,50,50,F,F,T,50,50,110,0.71921347,46.01977934,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
302728,Santa Rosa Sur 110->Santa Rosa Sur 012 V,T,MesNov-2019,*,Santa Rosa Sur 110,Santa Rosa Sur 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302729,Chillan 066->Chillan 015 II,T,MesAbr-2017,*,Chillan 066,Chillan 015,*,T,T,101,T,F,30,30,F,F,T,30,30,66,2.47043,26.45,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302730,Los Maquis 066->Los Maquis CGET 13.8,T,MesEne-2019,*,Los Maquis 066,Los Maquis CGET 13.8,*,T,T,101,T,F,10,10,F,F,T,10,10,66,3.19077,38.5506,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.8
302731,Angol 066->Angol 13.2 I,T,MesDic-2018,*,Angol 066,Angol 13.2,*,T,T,101,T,F,30,30,F,F,T,30,30,66,2.47043,26.45,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302732,Pillanlelbun II 066->Pillanlelbun 015 I,T,*,*,Pillanlelbun II 066,Pillanlelbun 015,*,T,T,101,T,F,5,5,F,F,T,5,5,66,8.833,58.08963003,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302733,Pillanlelbun II 066->Pillanlelbun 015 II,T,MesDic-2016,*,Pillanlelbun II 066,Pillanlelbun 015,*,T,T,101,T,F,10,10,F,F,T,10,10,66,5.3361,53.361,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302734,Mariscal 110->Mariscal 023 II,T,MesDic-2018,*,Mariscal 110,Mariscal 023,*,T,T,101,T,F,30,30,F,F,T,30,30,110,2.413651235,65.36066563,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
302735,Talca 1 066->Talca 015 III,T,MesJul-2017,*,Talca 1 066,Talca 1 015,*,T,T,101,T,F,30,30,F,F,T,30,30,66,2.26028,24.2,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302736,Punta Cortes B 066->Punta Cortes 015,T,MesMar-2019,*,Punta Cortes B 066,Punta Cortes 015,BarB,T,T,101,T,F,30,30,F,F,T,30,30,66,2.26028,24.2,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302737,Villa Alegre 066->Villa Alegre 13.2 II,T,MesEne-2019,*,Villa Alegre 066,Villa Alegre 13.2,*,T,T,101,T,F,10,10,F,F,T,10,10,66,4.93317,49.3317,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302738,San Juan 066->San Juan 13.2 III,T,MesOct-2017,MesMay-2028,San Juan CGE 066,San Juan 13.2,*,T,T,101,T,F,12.5,12.5,F,F,T,12.5,12.5,66,4.96584,49.6584,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2 Exp2022
302739,Malloa 066->Malloa 015 II,T,MesJun-2017,*,Malloa 066,Malloa 015,*,T,T,101,T,F,5,5,F,F,T,5,5,66,5.900497778,66.72521812,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302740,Quinta de Tilcoco 066->Quinta de Tilcoco 015 III,T,MesDic-2016,*,Quinta de Tilcoco 066,Quinta de Tilcoco 015,*,T,T,101,T,F,18.7,18.7,F,F,T,18.7,18.7,66,5.32494864,27.96552,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
302741,Loncoche 066->Loncoche 13.2 II,T,MesJul-2019,*,Loncoche 066,Loncoche 13.2,BarB,T,T,101,T,F,5,5,F,F,T,5,5,66,7.60122,76.0122,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302742,Rio Negro 066->Rio Negro 023,T,MesFeb-2019,*,Rio Negro 066,Rio Negro 023,*,T,T,101,T,F,10,10,F,F,T,10,10,66,7.200194203,48.80025,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/023
302743,Frutillar 066->Frutillar 024 I,T,MesFeb-2019,*,Frutillar 066,Frutillar 024,BarB,T,T,101,T,F,16,16,F,F,T,16,16,66,2.360563313,23.60563313,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/024
302744,Pargua 110->Pargua 023,T,MesJun-2019,*,Pargua 110,Pargua 023,BarB,T,T,101,T,F,30,30,F,F,T,30,30,110,17.04555556,42.61388889,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
302745,Chirre 110->Chirre 023,T,MesMay-2019,*,Chirre 110,Chirre 023,*,T,T,101,T,F,16,16,F,F,T,16,16,110,6.1180625,61.180625,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,110/023
302746,Cunco 110->Cunco 023,T,MesAbr-2018,*,Cunco 110,Cunco 023,*,T,T,101,T,F,16,16,F,F,T,16,16,110,6.686890625,66.86890625,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
302747,Picoiquen 066->Picoiquen 13.2,T,MesEne-2019,*,Picoiquen 066,Picoiquen 13.2,*,T,T,101,T,F,30,30,F,F,T,30,30,66,1.047890739,18.23712,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302748,Deuco 066->Deuco 13.2,T,MesEne-2019,*,Deuco 066,Deuco 13.2,*,T,T,101,T,F,16,16,F,F,T,16,16,66,1.75472748,23.64798348,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302749,Lota 066->Lota 13.8 I,T,MesNov-2016,*,Lota 066,Lota 13.8,*,T,T,101,T,F,30,30,F,F,T,30,30,66,16.67937,12.3786,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.8
302750,Larqui 066->Larqui 023,T,MesSep-2020,*,Larqui 066,Larqui 023,*,T,T,101,T,F,16,16,F,F,T,16,16,66,3.088335938,22.3245,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/023
302751,Paso Hondo 066->Paso Hondo 13.2,T,MesFeb-2017,*,Paso Hondo 066,Paso Hondo 13.2,*,T,T,101,T,F,12.5,12.5,F,F,T,12.5,12.5,66,13.38469136,54.96088889,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/13.2
302752,Castilla 110->Castilla 023 II,T,MesAbr-2017,*,Castilla 110,Castilla 023,BarB,T,T,101,T,F,5,5,F,F,T,5,5,110,40.9464,226.754,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
302753,Puerto Montt 220->Puerto Montt 023,T,MesFeb-2020,*,Puerto Montt 220,Puerto Montt 023,*,T,T,101,T,F,60,60,F,F,T,60,60,220,12.42266667,124.2266667,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,220/023
302754,San Joaquin CGET 110->San Joaquin CGET 13.2 III,T,MesJul-2021,*,San Joaquin CGET 110,San Joaquin CGET 13.2,*,T,T,101,T,F,30,30,F,F,T,30,30,110,2.429037654,67.38011998,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/13.2
302755,Bosquemar 110->Bosquemar 012 II,T,MesEne-2021,*,Bosquemar 110,Bosquemar 012,*,T,T,101,T,F,30,30,F,F,T,30,30,110,6.7712,70.53333333,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302756,Altamirano 110->Altamirano 012 IV,T,MesEne-2021,*,Altamirano 110,Altamirano 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302757,Macul 110->Macul 012 I,T,MesEne-2021,*,Macul 110,Macul 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
302758,Pudahuel 110->Pudahuel 012 IV,T,MesEne-2021,*,Pudahuel 110,Pudahuel 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.131193416,47.88655204,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
